PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Has_Cabin,Age_Group,Title,FamilySize,IsAlone,AgeGroup,FarePerPerson,FarePerPerson_Quintile,TicketFrequency,TicketFreq_Category,CabinDeck,Mother,NameLength,NameLength_Category,NameLength_Quintile,TicketPrefix,TicketPrefix_Category,Fare_log,FarePerPerson_log,Age_sqrt,NameLength_sqrt,FamilySize_Category,IsMinor,DeckCategory
202,0,3,"Sage, Mr. Frederick",male,25.0,8,2,CA. 2343,69.55,F0,S,0,18-34,Mr,11,0,YoungAdult,9.935714285714285,Medio,7,Grupo_Grande,F,0,19,Muy_Corto,Q1,CA,CA,4.256321678298823,2.3920339730483793,5.0,4.358898943540674,Grande,0,Inferior
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,F0,S,0,18-34,Mr,1,1,Adult,6.4958,Muy_Bajo,1,Individual,F,0,26,Corto,Q3,Numeric,Numeric,2.0143428636837015,2.0143428636837015,5.830951894845301,5.0990195135927845,Solo,0,Inferior
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,F0,C,0,35-59,Mr,1,1,MidAge,7.225,Muy_Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.1071782966514356,2.1071782966514356,6.745368781616021,4.47213595499958,Solo,0,Inferior
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,F0,S,0,0-17,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,24,Corto,Q3,A_,Other,2.2027647577118348,2.2027647577118348,4.242640687119285,4.898979485566356,Solo,0,Inferior
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,1,0-17,Miss,2,0,Child,5.23125,Muy_Bajo,2,Pareja,G,0,26,Corto,Q3,Numeric,Numeric,2.4390808375825834,1.8295769547280114,1.4142135623730951,5.0990195135927845,Pequeña,1,Inferior
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,F0,S,0,18-34,Mr,2,0,Adult,7.925,Bajo,2,Pareja,F,0,26,Corto,Q3,Numeric,Numeric,2.8243506567983707,2.188856327665703,5.656854249492381,5.0990195135927845,Pequeña,0,Inferior
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,F0,C,0,18-34,Mr,1,1,YoungAdult,9.39375,Medio,2,Pareja,F,0,27,Corto,Q3,Numeric,Numeric,2.9850504252071306,2.341204663959101,5.0990195135927845,5.196152422706632,Solo,0,Inferior
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,F0,Q,0,0-17,Miss,1,1,Teen,7.75,Bajo,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.169053700369523,2.169053700369523,4.0,5.0,Solo,1,Inferior
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,1,35-59,Mr,1,1,Adult,31.0,Muy_Alto,1,Individual,A,0,16,Muy_Corto,Q1,Numeric,Numeric,3.4657359027997265,3.4657359027997265,6.324555320336759,4.0,Solo,0,Superior
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,F0,S,0,18-34,Mr,1,1,YoungAdult,7.05,Muy_Bajo,1,Individual,F,0,14,Muy_Corto,Q1,SOTON_OQ,Other,2.0856720914304723,2.0856720914304723,4.898979485566356,3.7416573867739413,Solo,0,Inferior
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,F0,S,0,18-34,Miss,1,1,Adult,21.0,Alto,1,Individual,F,0,26,Corto,Q3,FCC,Other,3.091042453358316,3.091042453358316,5.916079783099616,5.0990195135927845,Solo,0,Inferior
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,1,Individual,F,0,22,Corto,Q2,A_,Other,2.1102132003465894,2.1102132003465894,4.69041575982343,4.69041575982343,Solo,0,Inferior
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,F0,S,0,18-34,Mr,1,1,Adult,13.0,Alto,1,Individual,F,0,27,Corto,Q3,Numeric,Numeric,2.6390573296152584,2.6390573296152584,5.477225575051661,5.196152422706632,Solo,0,Inferior
215,0,3,"Kiernan, Mr. Philip",male,25.0,1,0,367229,7.75,F0,Q,0,18-34,Mr,2,0,YoungAdult,7.75,Bajo,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,5.0,4.358898943540674,Pequeña,0,Inferior
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,1,18-34,Miss,2,0,Adult,37.75833333333333,Muy_Alto,3,Grupo_Pequeño,D,0,23,Corto,Q2,Numeric,Numeric,4.738607824217808,3.657345786442051,5.5677643628300215,4.795831523312719,Pequeña,0,Media
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,F0,S,0,18-34,Miss,1,1,YoungAdult,7.925,Bajo,1,Individual,F,0,22,Corto,Q2,STON_O,Other,2.188856327665703,2.188856327665703,5.196152422706632,4.69041575982343,Solo,0,Inferior
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,F0,S,0,35-59,Mr,2,0,Adult,13.5,Alto,2,Pareja,F,0,28,Corto,Q4,Numeric,Numeric,3.332204510175204,2.6741486494265287,6.48074069840786,5.291502622129181,Pequeña,0,Inferior
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,1,18-34,Miss,1,1,Adult,76.2917,Muy_Alto,1,Individual,D,0,21,Corto,Q2,Numeric,Numeric,4.347586575960343,4.347586575960343,5.656854249492381,4.58257569495584,Solo,0,Media
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,F0,S,0,18-34,Mr,1,1,Adult,10.5,Medio,1,Individual,F,0,18,Muy_Corto,Q1,W_C,Other,2.4423470353692043,2.4423470353692043,5.477225575051661,4.242640687119285,Solo,0,Inferior
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,F0,S,0,0-17,Mr,1,1,Teen,8.05,Medio,1,Individual,F,0,30,Corto,Q4,SOTON_OQ,Other,2.2027647577118348,2.2027647577118348,4.0,5.477225575051661,Solo,1,Inferior
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,F0,S,0,18-34,Mr,1,1,YoungAdult,13.0,Alto,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.6390573296152584,2.6390573296152584,5.196152422706632,4.47213595499958,Solo,0,Inferior
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,F0,S,0,35-59,Mr,1,1,MidAge,8.05,Medio,1,Individual,F,0,23,Corto,Q2,Numeric,Numeric,2.2027647577118348,2.2027647577118348,7.14142842854285,4.795831523312719,Solo,0,Inferior
224,0,3,"Nenkoff, Mr. Christo",male,25.0,0,0,349234,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.1855792552411137,2.1855792552411137,5.0,4.47213595499958,Solo,0,Inferior
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,1,35-59,Mr,2,0,Adult,45.0,Muy_Alto,2,Pareja,C,0,28,Corto,Q4,Numeric,Numeric,4.51085950651685,3.828641396489095,6.164414002968976,5.291502622129181,Pequeña,0,Superior
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,F0,S,0,18-34,Mr,1,1,YoungAdult,9.35,Medio,1,Individual,F,0,28,Corto,Q4,PP,PP,2.336986519711378,2.336986519711378,4.69041575982343,5.291502622129181,Solo,0,Inferior
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,F0,S,0,18-34,Mr,1,1,YoungAdult,10.5,Medio,1,Individual,F,0,25,Corto,Q3,SW_PP,Other,2.4423470353692043,2.4423470353692043,4.358898943540674,5.0,Solo,0,Inferior
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,1,Individual,F,0,31,Corto,Q4,A_,Other,2.1102132003465894,2.1102132003465894,4.527692569068709,5.5677643628300215,Solo,0,Inferior
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,F0,S,0,0-17,Mr,1,1,YoungAdult,13.0,Alto,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.6390573296152584,2.6390573296152584,4.242640687119285,5.0,Solo,0,Inferior
230,0,3,"Lefebre, Miss. Mathilde",female,21.5,3,1,4133,25.4667,F0,S,0,18-34,Miss,5,0,YoungAdult,6.366675,Muy_Bajo,4,Grupo_Pequeño,F,1,23,Corto,Q2,Numeric,Numeric,3.275887339030031,1.9969664510766771,4.636809247747852,4.795831523312719,Grande,0,Inferior
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,1,18-34,Mrs,2,0,Adult,41.7375,Muy_Alto,2,Pareja,C,0,44,Medio,Q5,Numeric,Numeric,4.436455632600354,3.75507675496542,5.916079783099616,6.6332495807108,Pequeña,0,Superior
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,F0,S,0,18-34,Mr,1,1,YoungAdult,7.775,Bajo,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.1719067693519296,2.1719067693519296,5.385164807134504,4.898979485566356,Solo,0,Inferior
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,F0,S,0,35-59,Mr,1,1,MidAge,13.5,Alto,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.6741486494265287,2.6741486494265287,7.681145747868608,5.0,Solo,0,Inferior
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,F0,S,0,0-17,Miss,7,0,Child,7.846875,Bajo,4,Grupo_Pequeño,F,0,30,Corto,Q4,Numeric,Numeric,3.4777725458882283,2.1800642893181275,2.23606797749979,5.477225575051661,Grande,1,Inferior
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,F0,S,0,18-34,Mr,1,1,YoungAdult,10.5,Medio,1,Individual,F,0,33,Corto,Q5,CA,CA,2.4423470353692043,2.4423470353692043,4.898979485566356,5.744562646538029,Solo,0,Inferior
236,0,3,"Harknett, Miss. Alice Phoebe",female,21.5,0,0,W./C. 6609,7.55,F0,S,0,18-34,Miss,1,1,YoungAdult,7.55,Muy_Bajo,1,Individual,F,0,28,Corto,Q4,W_C,Other,2.145931282948669,2.145931282948669,4.636809247747852,5.291502622129181,Solo,0,Inferior
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,F0,S,0,35-59,Mr,2,0,Adult,26.0,Alto,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,3.295836866004329,3.295836866004329,6.6332495807108,4.123105625617661,Pequeña,0,Inferior
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,F0,S,0,0-17,Miss,3,0,Child,8.75,Medio,3,Grupo_Pequeño,F,0,32,Corto,Q4,CA,CA,3.305053521109253,2.277267285009756,2.8284271247461903,5.656854249492381,Pequeña,1,Inferior
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,F0,S,0,18-34,Mr,1,1,YoungAdult,10.5,Medio,1,Individual,F,0,31,Corto,Q4,Numeric,Numeric,2.4423470353692043,2.4423470353692043,4.358898943540674,5.5677643628300215,Solo,0,Inferior
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,F0,S,0,18-34,Mr,1,1,Adult,12.275,Alto,1,Individual,F,0,22,Corto,Q2,SCO_W,Other,2.5858825671280026,2.5858825671280026,5.744562646538029,4.69041575982343,Solo,0,Inferior
241,0,3,"Zabour, Miss. Thamine",female,21.5,1,0,2665,14.4542,F0,C,0,18-34,Miss,2,0,YoungAdult,7.2271,Muy_Bajo,2,Pareja,F,0,21,Corto,Q2,Numeric,Numeric,2.737880811060884,2.107433583211985,4.636809247747852,4.58257569495584,Pequeña,0,Inferior
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,21.5,1,0,367230,15.5,F0,Q,0,18-34,Miss,2,0,YoungAdult,7.75,Bajo,2,Pareja,F,0,30,Corto,Q4,Numeric,Numeric,2.803360380906535,2.169053700369523,4.636809247747852,5.477225575051661,Pequeña,0,Inferior
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,F0,S,0,18-34,Mr,1,1,YoungAdult,10.5,Medio,1,Individual,F,0,31,Corto,Q4,W_C,Other,2.4423470353692043,2.4423470353692043,5.385164807134504,5.5677643628300215,Solo,0,Inferior
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,F0,S,0,18-34,Mr,1,1,YoungAdult,7.125,Muy_Bajo,1,Individual,F,0,29,Corto,Q4,STON_O,Other,2.094945728215801,2.094945728215801,4.69041575982343,5.385164807134504,Solo,0,Inferior
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,F0,C,0,18-34,Mr,1,1,Adult,7.225,Muy_Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.1071782966514356,2.1071782966514356,5.477225575051661,4.47213595499958,Solo,0,Inferior
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,1,35-59,Rare,3,0,Adult,45.0,Muy_Alto,2,Pareja,C,0,27,Corto,Q3,Numeric,Numeric,4.51085950651685,3.828641396489095,6.6332495807108,5.196152422706632,Pequeña,0,Superior
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,F0,S,0,18-34,Miss,1,1,YoungAdult,7.775,Bajo,1,Individual,F,0,37,Medio,Q5,Numeric,Numeric,2.1719067693519296,2.1719067693519296,5.0,6.082762530298219,Solo,0,Inferior
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,F0,S,0,18-34,Mrs,3,0,YoungAdult,7.25,Muy_Bajo,2,Pareja,F,1,31,Corto,Q4,Numeric,Numeric,2.740840023925201,2.1102132003465894,4.898979485566356,5.5677643628300215,Pequeña,0,Inferior
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,1,35-59,Mr,3,0,Adult,26.2771,Alto,2,Pareja,D,0,29,Corto,Q4,Numeric,Numeric,3.9806942251907276,3.306047522339149,6.082762530298219,5.385164807134504,Pequeña,0,Media
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,F0,S,0,35-59,Rare,2,0,MidAge,13.0,Alto,2,Pareja,F,0,29,Corto,Q4,Numeric,Numeric,3.295836866004329,2.6390573296152584,7.3484692283495345,5.385164807134504,Pequeña,0,Inferior
251,0,3,"Reed, Mr. James George",male,25.0,0,0,362316,7.25,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,1,Individual,F,0,22,Corto,Q2,Numeric,Numeric,2.1102132003465894,2.1102132003465894,5.0,4.69041575982343,Solo,0,Inferior
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,1,18-34,Mrs,3,0,YoungAdult,5.23125,Muy_Bajo,2,Pareja,G,1,42,Medio,Q5,Numeric,Numeric,2.4390808375825834,1.8295769547280114,5.385164807134504,6.48074069840786,Pequeña,0,Inferior
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,1,60+,Mr,1,1,Senior,26.55,Alto,1,Individual,C,0,25,Corto,Q3,Numeric,Numeric,3.3160025355989236,3.3160025355989236,7.874007874011811,5.0,Solo,0,Superior
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,F0,S,0,18-34,Mr,2,0,Adult,8.05,Medio,2,Pareja,F,0,24,Corto,Q3,A_,Other,2.8390784635086144,2.2027647577118348,5.477225575051661,4.898979485566356,Pequeña,0,Inferior
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,F0,S,0,35-59,Mrs,3,0,Adult,10.10625,Medio,2,Pareja,F,1,40,Medio,Q5,Numeric,Numeric,3.0545906305603445,2.4075080129208244,6.4031242374328485,6.324555320336759,Pequeña,0,Inferior
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,F0,C,0,18-34,Mrs,3,0,YoungAdult,15.2458,Alto,1,Individual,F,1,39,Medio,Q5,Numeric,Numeric,2.7878344138303452,2.7878344138303452,5.385164807134504,6.244997998398398,Pequeña,0,Inferior
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,35.0,0,0,PC 17585,79.2,C0,C,0,18-34,Mrs,1,1,Adult,79.2,Muy_Alto,1,Individual,C,0,30,Corto,Q4,PC,PC,4.384523514872469,4.384523514872469,5.916079783099616,5.477225575051661,Solo,0,Superior
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,1,18-34,Miss,1,1,Adult,28.833333333333332,Muy_Alto,3,Grupo_Pequeño,B,0,20,Muy_Corto,Q2,Numeric,Numeric,4.471638793363569,3.3956263366127,5.477225575051661,4.47213595499958,Solo,0,Superior
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,C0,C,0,18-34,Miss,1,1,Adult,170.7764,Muy_Alto,3,Grupo_Pequeño,C,0,16,Muy_Corto,Q1,PC,PC,6.240917354759096,5.146193631080405,5.916079783099616,4.0,Solo,0,Superior
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,F0,S,0,35-59,Mrs,2,0,MidAge,13.0,Alto,2,Pareja,F,1,27,Corto,Q3,Numeric,Numeric,3.295836866004329,2.6390573296152584,7.0710678118654755,5.196152422706632,Pequeña,0,Inferior
261,0,3,"Smith, Mr. Thomas",male,25.0,0,0,384461,7.75,F0,Q,0,18-34,Mr,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,5.0,4.123105625617661,Solo,0,Inferior
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,F0,S,0,0-17,Master,7,0,Child,7.846875,Bajo,4,Grupo_Pequeño,F,0,33,Corto,Q5,Numeric,Numeric,3.4777725458882283,2.1800642893181275,1.7320508075688772,5.744562646538029,Grande,1,Inferior
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,1,35-59,Mr,3,0,MidAge,26.55,Alto,3,Grupo_Pequeño,E,0,17,Muy_Corto,Q1,Numeric,Numeric,4.390118804571218,3.3160025355989236,7.211102550927978,4.123105625617661,Pequeña,0,Media
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,1,35-59,Mr,1,1,Adult,0.0,Muy_Bajo,1,Individual,B,0,21,Corto,Q2,Numeric,Numeric,0.0,0.0,6.324555320336759,4.58257569495584,Solo,0,Superior
265,0,3,"Henry, Miss. Delia",female,21.5,0,0,382649,7.75,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,4.636809247747852,4.242640687119285,Solo,0,Inferior
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,F0,S,0,35-59,Mr,1,1,Adult,10.5,Medio,1,Individual,F,0,17,Muy_Corto,Q1,CA,CA,2.4423470353692043,2.4423470353692043,6.0,4.123105625617661,Solo,0,Inferior
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,F0,S,0,0-17,Mr,6,0,Teen,6.614583333333333,Muy_Bajo,6,Grupo_Mediano,F,0,25,Corto,Q3,Numeric,Numeric,3.705920919968788,2.0300652682819424,4.0,5.0,Grande,1,Inferior
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,F0,S,0,18-34,Mr,2,0,YoungAdult,7.775,Bajo,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.1719067693519296,2.1719067693519296,5.0,4.898979485566356,Pequeña,0,Inferior
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,1,35-59,Mrs,2,0,MidAge,51.15416666666667,Muy_Alto,3,Grupo_Pequeño,C,1,45,Medio,Q5,PC,PC,5.039951348430309,3.9542040759860324,7.615773105863909,6.708203932499369,Pequeña,0,Superior
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,1,18-34,Miss,1,1,Adult,45.211099999999995,Muy_Alto,3,Grupo_Pequeño,C,0,22,Corto,Q2,PC,PC,4.91730069488021,3.8332200289702034,5.916079783099616,4.69041575982343,Solo,0,Superior
271,0,1,"Cairns, Mr. Alexander",male,40.0,0,0,113798,31.0,C0,S,0,35-59,Mr,1,1,Adult,15.5,Alto,2,Pareja,C,0,21,Corto,Q2,Numeric,Numeric,3.4657359027997265,2.803360380906535,6.324555320336759,4.58257569495584,Solo,0,Superior
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,F0,S,0,18-34,Mr,1,1,YoungAdult,0.0,Muy_Bajo,4,Grupo_Pequeño,F,0,28,Corto,Q4,LINE,Other,0.0,0.0,5.0,5.291502622129181,Solo,0,Inferior
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,F0,S,0,35-59,Mrs,2,0,Adult,9.75,Medio,2,Pareja,F,1,41,Medio,Q5,Numeric,Numeric,3.0204248861443626,2.3749057545736716,6.4031242374328485,6.4031242374328485,Pequeña,0,Inferior
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,1,35-59,Mr,2,0,Adult,29.7,Muy_Alto,1,Individual,C,0,21,Corto,Q2,PC,PC,3.4242626545931514,3.4242626545931514,6.082762530298219,4.58257569495584,Pequeña,0,Superior
275,1,3,"Healy, Miss. Hanora ""Nora""",female,21.5,0,0,370375,7.75,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,26,Corto,Q3,Numeric,Numeric,2.169053700369523,2.169053700369523,4.636809247747852,5.0990195135927845,Solo,0,Inferior
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,1,60+,Miss,2,0,Senior,25.986099999999997,Alto,3,Grupo_Pequeño,D,0,33,Corto,Q5,Numeric,Numeric,4.368919865004903,3.2953219186268687,7.937253933193772,5.744562646538029,Pequeña,0,Media
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,F0,S,0,35-59,Miss,1,1,MidAge,7.75,Bajo,1,Individual,F,0,33,Corto,Q5,Numeric,Numeric,2.169053700369523,2.169053700369523,6.708203932499369,5.744562646538029,Solo,0,Inferior
278,0,2,"Parkes, Mr. Francis ""Frank""",male,30.0,0,0,239853,0.0,F0,S,0,18-34,Mr,1,1,Adult,0.0,Muy_Bajo,3,Grupo_Pequeño,F,0,27,Corto,Q3,Numeric,Numeric,0.0,0.0,5.477225575051661,5.196152422706632,Solo,0,Inferior
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,F0,Q,0,0-17,Master,6,0,Child,5.825,Muy_Bajo,5,Grupo_Mediano,F,0,18,Muy_Corto,Q1,Numeric,Numeric,3.405355391810819,1.9205923410710235,2.6457513110645907,4.242640687119285,Grande,1,Inferior
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,F0,S,0,18-34,Mrs,3,0,Adult,10.125,Medio,2,Pareja,F,1,32,Corto,Q4,CA,CA,3.056356895370426,2.409194828052304,5.916079783099616,5.656854249492381,Pequeña,0,Inferior
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,F0,Q,0,60+,Mr,1,1,Senior,7.75,Bajo,1,Individual,F,0,16,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,8.06225774829855,4.0,Solo,0,Inferior
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8542,Bajo,1,Individual,F,0,32,Corto,Q4,Numeric,Numeric,2.180891922715322,2.180891922715322,5.291502622129181,5.656854249492381,Solo,0,Inferior
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,F0,S,0,0-17,Mr,1,1,Teen,9.5,Medio,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.3513752571634776,2.3513752571634776,4.0,5.0,Solo,1,Inferior
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,26,Corto,Q3,A_,Other,2.2027647577118348,2.2027647577118348,4.358898943540674,5.0990195135927845,Solo,0,Inferior
285,0,1,"Smith, Mr. Richard William",male,40.0,0,0,113056,26.0,A19,S,1,35-59,Mr,1,1,Adult,26.0,Alto,1,Individual,A,0,26,Corto,Q3,Numeric,Numeric,3.295836866004329,3.295836866004329,6.324555320336759,5.0990195135927845,Solo,0,Superior
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,F0,C,0,18-34,Mr,1,1,Adult,8.6625,Medio,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.2682524139135403,2.2682524139135403,5.744562646538029,4.358898943540674,Solo,0,Inferior
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,F0,S,0,18-34,Mr,1,1,Adult,9.5,Medio,1,Individual,F,0,23,Corto,Q2,Numeric,Numeric,2.3513752571634776,2.3513752571634776,5.477225575051661,4.795831523312719,Solo,0,Inferior
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.1855792552411137,2.1855792552411137,4.69041575982343,4.47213595499958,Solo,0,Inferior
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,F0,S,0,35-59,Mr,1,1,Adult,13.0,Alto,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.6390573296152584,2.6390573296152584,6.48074069840786,4.47213595499958,Solo,0,Inferior
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.169053700369523,2.169053700369523,4.69041575982343,4.47213595499958,Solo,0,Inferior
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,C0,S,0,18-34,Miss,1,1,YoungAdult,39.425,Muy_Alto,2,Pareja,C,0,28,Corto,Q4,Numeric,Numeric,4.380149874661021,3.6994484054631704,5.0990195135927845,5.291502622129181,Solo,0,Superior
